,resp.id,ques,alt,Price,Brand,Type of Wine,Percentage of Alcohol,Aging time of Wine,Age,Sex,Employment status,Education,Ethnicity,Social Platforms,Physical Activities,Choice
185,7,5,Option 2,Luxury(50€-100€),Ferrari,White wine,7 %,2 years,1,Female,Student,Bachelors,Italian,Instagram,Low,0
186,7,5,Option 3,Popular(10€-15€),Cavit,Sparkling wine,7 %,3 years,1,Female,Student,Bachelors,Italian,Instagram,Low,1
187,7,5,Option 4,Popular(10€-15€),Cantina Toblino,Rose wine,18 %,2 years,1,Female,Student,Bachelors,Italian,Instagram,Low,0
188,7,6,Option 1,Premium(15€-30€),Cavit,Sparkling wine,12 %,4 years,1,Female,Student,Bachelors,Italian,Instagram,Low,1
189,7,6,Option 2,Luxury(50€-100€),Ferrari,Rose wine,12 %,2 years,1,Female,Student,Bachelors,Italian,Instagram,Low,0
190,7,6,Option 3,Luxury(50€-100€),Cavit,Rose wine,7 %,5 years,1,Female,Student,Bachelors,Italian,Instagram,Low,0
191,7,6,Option 4,Popular(10€-15€),Ferrari,Rose wine,7 %,1 year ,1,Female,Student,Bachelors,Italian,Instagram,Low,0
192,7,7,Option 1,Premium(15€-30€),Cantina Toblino,Red wine,12 %,5 years,1,Female,Student,Bachelors,Italian,Instagram,Low,0
193,7,7,Option 2,Value(3€-10€),Cavit,White wine,5.5 %,5 years,1,Female,Student,Bachelors,Italian,Instagram,Low,1
194,7,7,Option 3,Premium(15€-30€),Mezzacorona,White wine,12 %,1 year ,1,Female,Student,Bachelors,Italian,Instagram,Low,0
195,7,7,Option 4,Premium(15€-30€),Cantina Toblino,Red wine,7 %,1 year ,1,Female,Student,Bachelors,Italian,Instagram,Low,0
196,8,1,Option 1,Popular(10€-15€),Cantina Toblino,Rose wine,12 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
197,8,1,Option 2,Luxury(50€-100€),Cantina Toblino,White wine,5.5 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
198,8,1,Option 3,Value(3€-10€),Cantina Toblino,Sparkling wine,12 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
199,8,1,Option 4,Luxury(50€-100€),Cavit,Rose wine,18 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
200,8,2,Option 1,Popular(10€-15€),Cavit,Rose wine,12 %,2 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
201,8,2,Option 2,Luxury(50€-100€),Cavit,Red wine,7 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
202,8,2,Option 3,Luxury(50€-100€),Ferrari,Red wine,12 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
203,8,2,Option 4,Premium(15€-30€),Cantina Toblino,Red wine,18 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
204,8,3,Option 1,Luxury(50€-100€),Ferrari,Rose wine,12 %,2 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
205,8,3,Option 2,Popular(10€-15€),Cantina Toblino,Sparkling wine,5.5 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
206,8,3,Option 3,Premium(15€-30€),Cavit,Red wine,18 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
207,8,3,Option 4,Popular(10€-15€),Ferrari,Red wine,7 %,3 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
208,8,4,Option 1,Value(3€-10€),Cantina Toblino,Sparkling wine,7 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
209,8,4,Option 2,Value(3€-10€),Cavit,White wine,7 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
210,8,4,Option 3,Premium(15€-30€),Cantina Toblino,Red wine,12 %,5 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
211,8,4,Option 4,Value(3€-10€),Mezzacorona,Sparkling wine,18 %,3 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
212,8,5,Option 1,Popular(10€-15€),Ferrari,Red wine,12 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
213,8,5,Option 2,Popular(10€-15€),Cantina Toblino,Sparkling wine,18 %,5 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
214,8,5,Option 3,Value(3€-10€),Cantina Toblino,White wine,5.5 %,5 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
215,8,5,Option 4,Premium(15€-30€),Ferrari,Red wine,5.5 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
216,8,6,Option 1,Luxury(50€-100€),Mezzacorona,Rose wine,12 %,3 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
217,8,6,Option 2,Luxury(50€-100€),Cavit,White wine,7 %,3 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
218,8,6,Option 3,Popular(10€-15€),Mezzacorona,Red wine,12 %,3 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
219,8,6,Option 4,Popular(10€-15€),Ferrari,Red wine,12 %,5 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
220,8,7,Option 1,Luxury(50€-100€),Mezzacorona,White wine,18 %,4 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
221,8,7,Option 2,Popular(10€-15€),Mezzacorona,Rose wine,18 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
222,8,7,Option 3,Value(3€-10€),Ferrari,White wine,7 %,1 year ,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,1
223,8,7,Option 4,Premium(15€-30€),Ferrari,Sparkling wine,7 %,2 years,1,Female,Student,Masters,Pakistan,"Facebook,Instagram,Linkdin",Moderate,0
224,9,1,Option 1,Luxury(50€-100€),Cantina Toblino,White wine,5.5 %,2 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
225,9,1,Option 2,Premium(15€-30€),Cantina Toblino,Red wine,12 %,1 year ,1,Female,Student,Bachelors,Syrian,Instagram,High,0
226,9,1,Option 3,Popular(10€-15€),Mezzacorona,Red wine,12 %,2 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
227,9,1,Option 4,Premium(15€-30€),Cavit,White wine,18 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
228,9,2,Option 1,Popular(10€-15€),Cavit,Rose wine,18 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
229,9,2,Option 2,Luxury(50€-100€),Cantina Toblino,Sparkling wine,7 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
230,9,2,Option 3,Value(3€-10€),Cavit,Red wine,12 %,3 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
231,9,2,Option 4,Premium(15€-30€),Mezzacorona,White wine,12 %,2 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
232,9,3,Option 1,Luxury(50€-100€),Mezzacorona,Rose wine,12 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
233,9,3,Option 2,Popular(10€-15€),Cantina Toblino,Sparkling wine,5.5 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
234,9,3,Option 3,Value(3€-10€),Ferrari,Sparkling wine,18 %,2 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
235,9,3,Option 4,Luxury(50€-100€),Cavit,Rose wine,18 %,3 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
236,9,4,Option 1,Premium(15€-30€),Ferrari,White wine,5.5 %,2 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
237,9,4,Option 2,Luxury(50€-100€),Ferrari,Sparkling wine,12 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
238,9,4,Option 3,Value(3€-10€),Ferrari,Sparkling wine,7 %,3 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
239,9,4,Option 4,Luxury(50€-100€),Ferrari,Red wine,5.5 %,1 year ,1,Female,Student,Bachelors,Syrian,Instagram,High,0
240,9,5,Option 1,Premium(15€-30€),Ferrari,Sparkling wine,7 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
241,9,5,Option 2,Value(3€-10€),Cavit,White wine,12 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
242,9,5,Option 3,Value(3€-10€),Mezzacorona,White wine,7 %,2 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
243,9,5,Option 4,Premium(15€-30€),Cantina Toblino,Red wine,7 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
244,9,6,Option 1,Popular(10€-15€),Cantina Toblino,Sparkling wine,18 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
245,9,6,Option 2,Luxury(50€-100€),Cantina Toblino,Rose wine,18 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
246,9,6,Option 3,Popular(10€-15€),Cavit,White wine,12 %,1 year ,1,Female,Student,Bachelors,Syrian,Instagram,High,0
247,9,6,Option 4,Premium(15€-30€),Ferrari,Rose wine,7 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
248,9,7,Option 1,Luxury(50€-100€),Cantina Toblino,Sparkling wine,18 %,5 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
249,9,7,Option 2,Luxury(50€-100€),Cavit,White wine,12 %,1 year ,1,Female,Student,Bachelors,Syrian,Instagram,High,0
250,9,7,Option 3,Premium(15€-30€),Cavit,Rose wine,7 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,0
251,9,7,Option 4,Value(3€-10€),Mezzacorona,White wine,18 %,4 years,1,Female,Student,Bachelors,Syrian,Instagram,High,1
252,10,1,Option 1,Popular(10€-15€),Cantina Toblino,White wine,7 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
253,10,1,Option 2,Popular(10€-15€),Mezzacorona,White wine,18 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
254,10,1,Option 3,Premium(15€-30€),Cavit,White wine,5.5 %,5 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
255,10,1,Option 4,Premium(15€-30€),Cantina Toblino,Rose wine,18 %,3 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
256,10,2,Option 1,Premium(15€-30€),Cavit,Red wine,12 %,5 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
257,10,2,Option 2,Value(3€-10€),Ferrari,Rose wine,7 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
258,10,2,Option 3,Popular(10€-15€),Cavit,White wine,18 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
259,10,2,Option 4,Premium(15€-30€),Ferrari,Sparkling wine,7 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
260,10,3,Option 1,Value(3€-10€),Ferrari,Sparkling wine,12 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
261,10,3,Option 2,Luxury(50€-100€),Cavit,Red wine,12 %,5 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
262,10,3,Option 3,Premium(15€-30€),Mezzacorona,Sparkling wine,5.5 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
263,10,3,Option 4,Premium(15€-30€),Cantina Toblino,Red wine,7 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
264,10,4,Option 1,Luxury(50€-100€),Cantina Toblino,Rose wine,18 %,4 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
265,10,4,Option 2,Premium(15€-30€),Cavit,Rose wine,18 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
266,10,4,Option 3,Popular(10€-15€),Mezzacorona,Sparkling wine,5.5 %,4 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
267,10,4,Option 4,Premium(15€-30€),Cantina Toblino,Sparkling wine,18 %,3 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
268,10,5,Option 1,Luxury(50€-100€),Cantina Toblino,White wine,18 %,5 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
269,10,5,Option 2,Popular(10€-15€),Ferrari,Red wine,18 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
270,10,5,Option 3,Luxury(50€-100€),Cantina Toblino,Rose wine,5.5 %,4 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
271,10,5,Option 4,Luxury(50€-100€),Ferrari,Rose wine,7 %,3 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
272,10,6,Option 1,Luxury(50€-100€),Mezzacorona,Red wine,7 %,3 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
273,10,6,Option 2,Popular(10€-15€),Ferrari,Sparkling wine,5.5 %,3 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
274,10,6,Option 3,Popular(10€-15€),Mezzacorona,Red wine,5.5 %,5 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
275,10,6,Option 4,Popular(10€-15€),Mezzacorona,Rose wine,12 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
276,10,7,Option 1,Popular(10€-15€),Cantina Toblino,White wine,5.5 %,1 year ,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
277,10,7,Option 2,Premium(15€-30€),Ferrari,Red wine,7 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
278,10,7,Option 3,Popular(10€-15€),Cantina Toblino,Red wine,18 %,2 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,0
279,10,7,Option 4,Premium(15€-30€),Ferrari,Rose wine,5.5 %,3 years,1,Female,Student,Masters,Iranian,"Instagram,Twitter",Low,1
280,11,1,Option 1,Popular(10€-15€),Ferrari,Sparkling wine,5.5 %,2 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
281,11,1,Option 2,Value(3€-10€),Cantina Toblino,Red wine,18 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
282,11,1,Option 3,Popular(10€-15€),Ferrari,Rose wine,7 %,4 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
283,11,1,Option 4,Popular(10€-15€),Cantina Toblino,Red wine,12 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
284,11,2,Option 1,Popular(10€-15€),Cavit,White wine,12 %,4 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
285,11,2,Option 2,Luxury(50€-100€),Cavit,Sparkling wine,18 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
286,11,2,Option 3,Premium(15€-30€),Cantina Toblino,White wine,12 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
287,11,2,Option 4,Value(3€-10€),Cantina Toblino,Red wine,18 %,2 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
288,11,3,Option 1,Luxury(50€-100€),Cantina Toblino,Sparkling wine,18 %,1 year ,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
289,11,3,Option 2,Value(3€-10€),Mezzacorona,Sparkling wine,12 %,1 year ,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
290,11,3,Option 3,Value(3€-10€),Ferrari,White wine,12 %,1 year ,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
291,11,3,Option 4,Value(3€-10€),Ferrari,Red wine,5.5 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
292,11,4,Option 1,Premium(15€-30€),Cantina Toblino,Rose wine,12 %,4 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
293,11,4,Option 2,Premium(15€-30€),Cantina Toblino,Red wine,18 %,4 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
294,11,4,Option 3,Value(3€-10€),Cavit,Rose wine,5.5 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
295,11,4,Option 4,Value(3€-10€),Cavit,Sparkling wine,5.5 %,1 year ,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
296,11,5,Option 1,Popular(10€-15€),Cantina Toblino,Rose wine,12 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
297,11,5,Option 2,Premium(15€-30€),Cavit,Rose wine,12 %,4 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
298,11,5,Option 3,Value(3€-10€),Mezzacorona,Rose wine,18 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
299,11,5,Option 4,Premium(15€-30€),Ferrari,Rose wine,18 %,2 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
300,11,6,Option 1,Luxury(50€-100€),Ferrari,Rose wine,12 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
301,11,6,Option 2,Premium(15€-30€),Mezzacorona,Rose wine,5.5 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
302,11,6,Option 3,Premium(15€-30€),Mezzacorona,Red wine,18 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
303,11,6,Option 4,Value(3€-10€),Mezzacorona,Rose wine,5.5 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
304,11,7,Option 1,Popular(10€-15€),Cantina Toblino,White wine,12 %,3 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,1
305,11,7,Option 2,Premium(15€-30€),Cavit,Rose wine,7 %,1 year ,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
306,11,7,Option 3,Popular(10€-15€),Cavit,Sparkling wine,7 %,1 year ,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
307,11,7,Option 4,Popular(10€-15€),Cavit,White wine,7 %,5 years,1,Male,Student,Masters,Mongolic,"Facebook,Instagram",Moderate,0
308,12,1,Option 1,Premium(15€-30€),Ferrari,Sparkling wine,12 %,5 years,1,Male,Student,Masters,German,None of them,Moderate,0
309,12,1,Option 2,Premium(15€-30€),Cavit,White wine,18 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,0
310,12,1,Option 3,Premium(15€-30€),Mezzacorona,White wine,5.5 %,2 years,1,Male,Student,Masters,German,None of them,Moderate,0
311,12,1,Option 4,Premium(15€-30€),Mezzacorona,Red wine,18 %,2 years,1,Male,Student,Masters,German,None of them,Moderate,1
312,12,2,Option 1,Popular(10€-15€),Mezzacorona,Red wine,5.5 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,0
313,12,2,Option 2,Value(3€-10€),Cavit,Red wine,12 %,1 year ,1,Male,Student,Masters,German,None of them,Moderate,1
314,12,2,Option 3,Luxury(50€-100€),Ferrari,Sparkling wine,7 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,0
315,12,2,Option 4,Value(3€-10€),Cavit,Sparkling wine,5.5 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,0
316,12,3,Option 1,Premium(15€-30€),Mezzacorona,Rose wine,7 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,0
317,12,3,Option 2,Popular(10€-15€),Ferrari,Rose wine,7 %,1 year ,1,Male,Student,Masters,German,None of them,Moderate,0
318,12,3,Option 3,Popular(10€-15€),Mezzacorona,White wine,12 %,5 years,1,Male,Student,Masters,German,None of them,Moderate,1
319,12,3,Option 4,Value(3€-10€),Ferrari,Sparkling wine,18 %,2 years,1,Male,Student,Masters,German,None of them,Moderate,0
320,12,4,Option 1,Value(3€-10€),Cantina Toblino,Sparkling wine,12 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,1
321,12,4,Option 2,Premium(15€-30€),Cantina Toblino,Sparkling wine,7 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,0
322,12,4,Option 3,Luxury(50€-100€),Ferrari,Rose wine,18 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,0
323,12,4,Option 4,Value(3€-10€),Cavit,Rose wine,12 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,0
324,12,5,Option 1,Popular(10€-15€),Cavit,Red wine,5.5 %,5 years,1,Male,Student,Masters,German,None of them,Moderate,0
325,12,5,Option 2,Premium(15€-30€),Cantina Toblino,White wine,18 %,1 year ,1,Male,Student,Masters,German,None of them,Moderate,0
326,12,5,Option 3,Luxury(50€-100€),Cavit,White wine,5.5 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,1
327,12,5,Option 4,Popular(10€-15€),Ferrari,White wine,18 %,2 years,1,Male,Student,Masters,German,None of them,Moderate,0
328,12,6,Option 1,Premium(15€-30€),Mezzacorona,Red wine,5.5 %,2 years,1,Male,Student,Masters,German,None of them,Moderate,0
329,12,6,Option 2,Popular(10€-15€),Cavit,Sparkling wine,7 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,1
330,12,6,Option 3,Premium(15€-30€),Ferrari,Rose wine,7 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,0
331,12,6,Option 4,Luxury(50€-100€),Cavit,Sparkling wine,5.5 %,3 years,1,Male,Student,Masters,German,None of them,Moderate,0
332,12,7,Option 1,Premium(15€-30€),Mezzacorona,White wine,7 %,5 years,1,Male,Student,Masters,German,None of them,Moderate,0
333,12,7,Option 2,Popular(10€-15€),Ferrari,Sparkling wine,5.5 %,1 year ,1,Male,Student,Masters,German,None of them,Moderate,0
334,12,7,Option 3,Value(3€-10€),Cantina Toblino,White wine,18 %,4 years,1,Male,Student,Masters,German,None of them,Moderate,0
335,12,7,Option 4,Value(3€-10€),Ferrari,White wine,7 %,1 year ,1,Male,Student,Masters,German,None of them,Moderate,1
336,13,1,Option 1,Value(3€-10€),Cantina Toblino,Rose wine,18 %,5 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
337,13,1,Option 2,Luxury(50€-100€),Cantina Toblino,Sparkling wine,5.5 %,1 year ,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
338,13,1,Option 3,Premium(15€-30€),Cantina Toblino,Rose wine,7 %,1 year ,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
339,13,1,Option 4,Popular(10€-15€),Cantina Toblino,White wine,7 %,2 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
340,13,2,Option 1,Luxury(50€-100€),Ferrari,White wine,5.5 %,4 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
341,13,2,Option 2,Popular(10€-15€),Cavit,White wine,18 %,4 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
342,13,2,Option 3,Value(3€-10€),Mezzacorona,White wine,18 %,2 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
343,13,2,Option 4,Value(3€-10€),Cavit,Red wine,5.5 %,4 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
344,13,3,Option 1,Popular(10€-15€),Cavit,Rose wine,12 %,5 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
345,13,3,Option 2,Popular(10€-15€),Cantina Toblino,Red wine,5.5 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
346,13,3,Option 3,Premium(15€-30€),Cantina Toblino,White wine,7 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
347,13,3,Option 4,Popular(10€-15€),Ferrari,White wine,12 %,5 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
348,13,4,Option 1,Value(3€-10€),Cantina Toblino,Red wine,7 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
349,13,4,Option 2,Luxury(50€-100€),Cavit,Sparkling wine,18 %,2 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
350,13,4,Option 3,Premium(15€-30€),Cantina Toblino,Sparkling wine,5.5 %,2 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
351,13,4,Option 4,Popular(10€-15€),Mezzacorona,Rose wine,12 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
352,13,5,Option 1,Popular(10€-15€),Cantina Toblino,Sparkling wine,12 %,4 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
353,13,5,Option 2,Popular(10€-15€),Cavit,White wine,5.5 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
354,13,5,Option 3,Luxury(50€-100€),Mezzacorona,Red wine,12 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
355,13,5,Option 4,Premium(15€-30€),Cavit,Sparkling wine,18 %,5 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
356,13,6,Option 1,Value(3€-10€),Ferrari,Rose wine,18 %,4 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
357,13,6,Option 2,Value(3€-10€),Mezzacorona,Rose wine,7 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
358,13,6,Option 3,Popular(10€-15€),Mezzacorona,White wine,12 %,5 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
359,13,6,Option 4,Premium(15€-30€),Ferrari,Red wine,7 %,1 year ,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
360,13,7,Option 1,Value(3€-10€),Cantina Toblino,White wine,5.5 %,1 year ,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
361,13,7,Option 2,Luxury(50€-100€),Cantina Toblino,Sparkling wine,18 %,2 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
362,13,7,Option 3,Luxury(50€-100€),Ferrari,White wine,12 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,0
363,13,7,Option 4,Popular(10€-15€),Cantina Toblino,Rose wine,7 %,3 years,1,Male,Student,Masters,Asian,Linkedin,Moderate,1
364,14,1,Option 1,Value(3€-10€),Cantina Toblino,Red wine,5.5 %,4 years,1,Female,Student,Bachelors,Italian,Instagram,Moderate,0
365,14,1,Option 2,Value(3€-10€),Cantina Toblino,Rose wine,12 %,2 years,1,Female,Student,Bachelors,Italian,Instagram,Moderate,0
366,14,1,Option 3,Popular(10€-15€),Cantina Toblino,Red wine,18 %,5 years,1,Female,Student,Bachelors,Italian,Instagram,Moderate,0
367,14,1,Option 4,Value(3€-10€),Mezzacorona,Red wine,7 %,2 years,1,Female,Student,Bachelors,Italian,Instagram,Moderate,1
368,14,2,Option 1,Popular(10€-15€),Cavit,Sparkling wine,12 %,1 year ,1,Female,Student,Bachelors,Italian,Instagram,Moderate,1
369,14,2,Option 2,Popular(10€-15€),Cavit,Red wine,12 %,1 year ,1,Female,Student,Bachelors,Italian,Instagram,Moderate,0
370,14,2,Option 3,Luxury(50€-100€),Cantina Toblino,Red wine,18 %,5 years,1,Female,Student,Bachelors,Italian,Instagram,Moderate,0
371,14,2,Option 4,Value(3€-10€),Ferrari,White wine,12 %,1 year ,1,Female,Student,Bachelors,Italian,Instagram,Moderate,0
